,index,profile_name,user_reviews,summary,stars,rating_date,text,label,score
636,636,A1879YAadamh,31,Huge platter great food,5,26/06/2018,"Had the starter sharing platters which was huge followed by one chilli con carne that we shared . To big for two people. However great flavour, staff and atmosphere. Good entertainment.",POSITIVE,0.9963082075119019
637,637,PChadders,50,Could be better,3,26/06/2018,We visited after reading reviews on TA. It was also recommended by a local. We were acknowledged on arrival and sat down straight away. The pina colada cocktails we ordered were just awful. The cream they used had curdled with the pineapple juice and there was no taste of alcohol. They were sent back undrinkable. In my opinion the food was average I had the ribs and although they were big they seemed to sacrifice quantity for quality which is a shame. My partner had enchiladas which she says were lovely. So it goes to show they can do good food. There was entertainment which was OK at least they made the effort. Would I go again? probably not.,NEGATIVE,0.9939996004104614
638,638,Hannah G,23,Fantastic restaurant!,5,26/06/2018,I had the most amazing food tonight the cherry tomatoes chicken everything was perfect and considering I had a small portion it was quite a portion! Entertainment was refreshing was great to have something different. My partner had the ribs he did find the sauce a tad bland however he said there was an unbelievable amount of meat and the price was very good. Very helpful for gluten free too.,POSITIVE,0.9997205138206482
639,639,mjas99,6,Good for kids.,4,26/06/2018,"I have eaten here a few times and always enjoyed the evening. The staff are very friendly and always polite. My toddler loves the dancers and meeting the characters in costumes. The food is nice but if you order the big portion it usually means you get twice as many chips. The only thing that I find frustrating is the staff leave you stood outside to make the restaurant look busier. Sometimes there are clearly people doing nothing and tables available. Apart from that I fully recommend a visit, you won’t be disappointed.",POSITIVE,0.957852303981781
640,640,davidwW1299YY,11,Brilliant,5,26/06/2018,Been here twice now this week and on both occasions meals were excellent. You also get a show too. All staff warm and welcoming. Recommend the snakebite fillet steak,POSITIVE,0.9998171925544739
641,641,Naomi B,5,Brilliant restaurant,5,25/06/2018,"Visited this restaurant a couple of times on our holiday as it was just so good! All staff were amazing, very friendly and attentive. The food was brilliant, we tried the burgers on our first visit and the second time I had the halloumi fajitas and my partner had the cannelloni. They have entartament throughout the night which was fab. Would highly recommend this place and would definitely go back again.",POSITIVE,0.9998486042022705
642,642,Lainy W,7,Delicious Ribs,5,25/06/2018,"OMG best ribs ever! We ate here early evening, I had steak, Hubby had ribs, we were embarrassed at how quickly we ate our food it was soo good. Staff are really nice and friendly, food is fabulous.",POSITIVE,0.9994184970855713
643,643,nigel r,34,Queue for effect,2,24/06/2018,Made to wait in a queue while a table was found for party of 6 adults and 3 kids even though we had booked. Waited ten minutes ... could see loads of empty tables and pointed this out to waiters but they seemed to not care. 5 more minutes went by and we stood queuing in the heat ... until we left .... went 2 doors down and had a lovely meal ... think fat mama s like having large queues outside to make the place look busy ..,NEGATIVE,0.9453383088111877
644,644,Robert O,3,First visit to restaurant,4,23/06/2018,We have been visiting Paphos for the last 15 years and always driven past and said we must go one day we went with our friends last Wednesday and we where greeted by friendly and dancers the food didn't disappoint the steaks where fabulous,POSITIVE,0.9996386766433716
645,645,Andrea E,141,Birthday meal,5,23/06/2018,Recommended Good service Plentiful portions Cocktails ok not the best I’ve tried Good entertainment Value for money.,NEGATIVE,0.9788363575935364
646,646,gemacrompton,1,June 2018,5,22/06/2018,Well what can I say the best meal that me and my partner have had abroad in a long time. The staff were brilliant. The entertainment was great the food was out of this world. We went twice it was that fantastic and both times had a food coma. We was stuffed after starter and main but it would be rude not to do desert!!!,POSITIVE,0.9996436834335327
647,647,bmack1873,4,great food,5,22/06/2018,"everytime i travell to Paphos I always head to Fat Mamastha the RIBS are amazing, although i was all inclusive still managed to find my way to Fat Mamas",POSITIVE,0.9996249675750732
648,648,Radiantpaper,31,Quite good.,4,22/06/2018,Cam for a meal 3 adults and 2 children looked at reviews on TA and the fact the portions were massive. Service was ok but not amazing and as for portion sizes would say they are no larger than any ware else I have eaten. The small show was good and the food was hot and tasted good. Did no live up to they hype on here for me personally.,POSITIVE,0.9976765513420105
649,649,Wendyb6969,6,Superb food and service,5,21/06/2018,"This place is amazing, food huge portions we went for half ribs small plate and couldn’t finish them. Had the sharing platter starter between four of us. Staff fantastic, xcellent value for money",POSITIVE,0.9988664388656616
650,650,675kareni,5,FOOD,5,20/06/2018,"We visit Fat Mamas each year we go to Paphos. The food is always good, massive portions so go for the small option if able too.  There is always entertainment throughout your meal from some of the waiters which is enjoyable to watch.  Definitely worth a visit.",POSITIVE,0.999861478805542
651,651,carol7381,5,3 visits in 2 weeks,5,19/06/2018,Had three great meals here came recommended and had seen on trip advisor very busy but once we were seated and ordered didn’t have long to wait on the food. Well worth the wait. Staff very friendly and dancing girls show excellent as well.,POSITIVE,0.9993312358856201
652,652,cazjohnston,47,Brilliant!,5,19/06/2018,Went with another couple for a meal. Service was fantastic and food outstanding!! Then the staff all start singing and dancing! Great night. Will definitely be going back in July!!,POSITIVE,0.9998711347579956
653,653,LucyAler1,104,Holiday dinner with friends,4,18/06/2018,"Great food and massive portions so after our starters, we struggled to eat our mains. I recommend sharing the nachos between more than 3 people as the mains are very big. The entertainment was good - they had 3 dancers and if you have are celebrating a special occasion, tell them and they’ll make it extra special for you!    Taxi’s pick you up from the other side of the road so easy to get to!",POSITIVE,0.9997723698616028
654,654,John A,35,Holiday,5,18/06/2018,"Went here 3 times while we were in Cyprus, good food , good fun in didn't believe it till I had seen it for myself, there was people queuing to get in but it was worth it.",POSITIVE,0.9996904134750366
655,655,Diane H,5,TexMex,5,17/06/2018,"Good food as usual with some entertainment, central location and very enjoyable for families, worth a visit while you’re in Paphos",POSITIVE,0.9998840093612671
656,656,Sheena C,7,Great entertainment,5,14/06/2018,Very friendly restaurant with dancers and singing every night. We were lucky enough to see Stavropol Flatlley perform which was very amusing. Food portions are large and tasty,POSITIVE,0.9997768998146057
657,657,LoringTravels_,8,Amazing food! Must try,5,12/06/2018,"After reading reviews we decided to try whilst out in paphos. One word AMAZING!    The prices are very reasonable, and the food was so nice we are going back again before we leave to come home tomorrow!    Entertainment was good! And the staff were very friendly!!!",POSITIVE,0.9998138546943665
658,658,Donna W,4,Fab,5,12/06/2018,Food was fantastic with a little entertainment thrown in.always very busy but worth a visit.will be back,POSITIVE,0.9995142221450806
659,659,X3395TJjonb,7,recent visit,2,11/06/2018,"heard lots of people comment how good this restaurant was. it was so busy that we had to go for an early meal to get a table. didn’t know that you could reserve a table. plenty of food on the plate but felt it wasn’t as good as a TGI Friday (which is the type of food they serve). so if you want that type of food then go to a TGI Friday, of which there was one situated in the shopping mall 10 minutes away. staff was very nice and friendly though. just felt it had less choice than a TGI Friday type restaurant but nothing particularly wrong with the food",NEGATIVE,0.9911084175109863
660,660,casmcx,33,Great food great value,5,10/06/2018,"Such a great lively atmosphere, really big portions and lovely food. Would definitely recommend to all ages!",POSITIVE,0.9998886585235596
661,661,vicks101,18,Great night out!,5,10/06/2018,"Lovely food, huge portions, great location, plenty to keep kids entertained with the dancers and nail painting/ tattoos. Highly recommend for a family dinner.",POSITIVE,0.9998874664306641
662,662,Suel1970,12,Party athmosphere,3,07/06/2018,If you want a good laugh go to this place. Grey entertainment. Dancers. Singers. The whole sherbang. Food was ok. A little over seasoned but really good value.,POSITIVE,0.9996744394302368
663,663,BecsBoys,11,Our Favourite!,5,07/06/2018,"We enjoyed two visits to Fat Mama's during our recent holiday to Paphos and both were excellent. The portion sizes were huge, you really don't need to order the larger size unless you have a VERY big appetite! The food quality was amazing, I had fillet steak and it was the best I've had, cooked exactly as requested, just delicious! Although this restaurant is extremely busy the service is really high class. The cabaret is really enjoyable and we were lucky enough to see Stavros Flatley during our visit which was just brilliant!! This restaurant is very family focused and can get very busy, there were always long queues for a table (but worth the wait!). I look forward to visiting again on our next visit to Paphos :0)",POSITIVE,0.9998123049736023
664,664,chrisworthington48,673,Good portions.,4,05/06/2018,"Visited here one night whilst on holiday to watch a dance act and also sample the ribs which did not disappoint,good portions of food,nice and warm and well presented by the polite staff,prices where okay too and place was clean,worth a visit!",POSITIVE,0.9998176693916321
665,665,7neilp,30,Great place,5,05/06/2018,This place needs no introduction its a fab place good food good acts and we was lucky enough to have been in the restaurant when stavros flatly (BGT) entered surprising everyone in the place brilliant night thanks.,POSITIVE,0.9994914531707764
666,666,temptationsteahouse,5,What a Night!!!,5,04/06/2018,"We booked here for our daughters 1st birthday as stavros flatly was performing!!! Absolutely amazing.. Tje entertainment throughout the night was spot on, with performances every look half hour which breaks up the evening.. Staff are amazing, entertainment spot on and the food is so nice, nice big portions... Deffinetly going again, well we live here so would be rude not too........ Keep up the good work FAT MAMAS",POSITIVE,0.9997557997703552
667,667,Tammy B,13,Really good food & great atmosphere.,5,02/06/2018,We ate at Fat Mama’s last night and ended up staying there most of the night because the entertainment was so good. They have dancers on every night. Last night it was a cabaret theme & they had an appearance from Stavros Flatly. It was great fun.    There is so much choice for food as they hand you two different menus when you come in. One for American food and one for Italian. I had Fajitas from the American menu and they were beautiful (massive portions though). My partner had the BBQ ribs which are offered in two sizes & we then shared the biggest slab of chocolate cake I have ever seen in my life.    The staff were very lovely and we noticed people were queuing for a table for most of the night (I think they stopped letting people in after 9pm so that the customers they had could enjoy the Cabernet).    All round excellent review for this one.  Thanks very much!,POSITIVE,0.9997574687004089
668,668,S6613BYgarym,2,Don’t expect service with a smile,2,31/05/2018,Completely average. Need to improve massively. One waiter rolled his eyes when I asked for something,NEGATIVE,0.9976117610931396
669,669,Steve T,57,Fantastic,5,30/05/2018,We have been here many times and never fail to enjoy ourselves. Large menu will cater for most. Portions are good. The staff are always friendly and helpful. The nightly entertainment provided by the staff is great to watch,POSITIVE,0.9998737573623657
670,670,Amie D,4,Amazing place!,5,30/05/2018,"I couldn’t change the date to when we actually visited in October 2015, but it doesn’t matter. We were in Paphos for my Aunty’s wedding and we decided to dine here the night before. It was absolutely amazing, still to this day my boyfriend claims it is his favourite meal he’s ever had. I had the sea bass and my boyfriend had a steak. They were both cooked perfectly and were satisfyingly full after. It was also two for one cocktails so I enjoyed mojitos with my meal. I 100% recommend this place if you dine out in Paphos. They also have entertainment which was a nice treat for us too. The mascots were rather funny and the dancers were good. Would definitely return if I’m ever back in Paphos",POSITIVE,0.9998164772987366
671,671,sa_janeb,23,Good food and atmosphere,4,28/05/2018,"We had heard good things about Fat Mamas and arrived roughly at 6pm, we were easily seated. Service was quick and efficient. Between 6-7pm they do a cash only payment offer with buy one get one free cocktails and 10% off the bill, the only thing that bothered me was that they arrived with 4 cocktails instead of us getting one each, they automatically give you two each, I didn’t like that and felt forced to drink it that way. They have two menus either Italian or American and you can mix and match. They also offer a children’s menu. The food was not bad, we had nachos, burgers, ribs and steak all of which were tasty and cooked well. There is entertainment provided by three dancers which was slightly awkward as it didn’t seem to fit the theme of the restaurant but gave us a laugh so maybe that’s the point. Would we go back? Yes.",POSITIVE,0.9935187697410583
672,672,Marverlouspie,40,Great family dining,5,28/05/2018,Fat Mamas has two menus to choose from so you can’t go wrong for something you will like. We visited with the grandkids and children and had a ball. The girls put on a really good dance show at intervals during the evening which really lifts everyone and the kids get a real buzz. Good steaks and burgers with plenty of side options. Reccomended if your down that way.,POSITIVE,0.9996852874755859
673,673,AbigailMS,6,Amazing steaks!,5,28/05/2018,"Oh wow this was one of the best steaks I have ever had. I'm trying to diet so was offered rice and broccoli instead of chips which I was very pleased about!  I hate dancers and shows but I actually enjoyed the dancers as they were subtle and only on every 20 mins or so.  The 2 for 1 cocktails is on between 6 - 7 each night and the strawberry daquiris were delicious!  The staff were amazing, we went two nights and we were recognised the second time and even remembered our order! (we had to get steaks twice!!)  Would come back to Paphos especially to eat here!",POSITIVE,0.9990386962890625
674,674,Sara B,38,Oh my god what is this crap,1,27/05/2018,Second rate food pathetic dancers it's a place to avoid walk past and don't stop there is a brilliant Greek taverna next door with amazing food and service,POSITIVE,0.9944283962249756
675,675,Joc247,40,Meal,5,27/05/2018,"Loved this place, the food and service was excellent. Family of 6 are here and we all thoroughly enjoyed it. They had abit of entertainment, the food was delicious and drinks when ordered arrived quickly. Would definitely recommend.",POSITIVE,0.9998816251754761
676,676,emma067,128,"busy place, but food good",4,27/05/2018,"The first evening we went in here was very busy and after sitting for a while left as we were unattended. However we decided to try another evening and were well attended. We both took burgers, which is an unusual choice for us, but they were excellent and definitely home made. Also when I asked about the house wine, they let me have a taste, which unfortunately was not to my taste. However we selected another soft drink. Nothing was too much bother. There were also females dancing and folk dressed up in disney clothes. Probably good for children tool.",POSITIVE,0.9887928366661072
677,677,lewisdebbs,27,lots of food.,5,24/05/2018,"Fat Mamas and Willys are a must if you go to Paphos,we were there before 7 pm,and had 2 for1 on our cocktails,we ordered the small meal and only just managed to finish them,The food is a choice of Italian and American,Staff are friendly,food is hot and tasty.",POSITIVE,0.9989669322967529
678,678,856melc,11,Family meal,4,21/05/2018,"Enjoyed the meal a lot to choice from, staff lovely, food good and hot, some entertainment which was a little annoying while trying to eat and talk overall good place.",POSITIVE,0.9996569156646729
679,679,JanM2010,43,Great atmosphere,4,21/05/2018,Food was good but huge portions! Entertainment was good and gives it a great atmosphere. Staff were attentive too which was good. Happy to chat,POSITIVE,0.9998416900634766
680,680,Kimberley K,4,Great food!,5,21/05/2018,"Wow, the food here is incredible! Massive portions, you will definatley not leave hungry! We got the nachos to start, my word they were phenomenal. Fajitas and steak for main, again very tasty food. Very friendly staff and the added bonus of a show being put on was Great! Will 100% return when we go back to Paphos",POSITIVE,0.9998268485069275
681,681,emilyelsie2017,38,Delicious food,4,20/05/2018,Lovely food at a good price. I ate here while holidaying in paphos and it was lovely. Friendly staff and my order was taken quickly no waiting around. There is a smoking area and non smoking area for people to choose when being seated. Lots of food choices on the menu to suit everyone. I will attach a picture of my meal for you to see.,POSITIVE,0.9997785687446594
682,682,Katarzyna G,2,Great place,5,18/05/2018,"Great place, great and very handsome stuff and delicious food and drinks!!! Greetings from Warsaw!!! :-)",POSITIVE,0.9998942613601685
683,683,danielle0793,12,Lovely food,5,17/05/2018,"We had heard nothing but amazing reviews about this restaurant so we had to come try it out. It didn’t disappoint amazing service, the dancers were so good they even came out and announced we had just got married and gave us a glass of champagne which was a lovely gesture. The food was so delicious, big portion sizes too. Thanks for a lovely evening we will be back next year :)",POSITIVE,0.9998570680618286
684,684,Sharnalouise,3,Fantastic restaurant,5,14/05/2018,"This restaurant will never be beaten,I used to come here as a kid 20 years ago have just returned with my husband and children and wow nothing has changed still fantastic food and entertainment and good prices to,anyone that wants a lovely meal needs to visit fat mamas would recommend to everyone",POSITIVE,0.9994496703147888
685,685,MrsMcNally,19,Good Food,4,12/05/2018,"Best ribs I’ve ever had, staff came to table too often two mouthful of drink and asked if wanted another !!    Entertainment is ok if that’s the kind of thing you like while your eating very loud but portion sizes are huge so starve yourself if you want to finish your meal    All in all the food is good , very American style",POSITIVE,0.9993042945861816
686,686,150stephanien,15,Best pizza,5,10/05/2018,As we work in the area we thought to get something easy made. We tried the make your own pizza. It just melted in your mouth unbelivable. Definetly going back for a meal,NEGATIVE,0.6279494762420654
687,687,gaffology,13,Dinner Time,5,08/05/2018,"Fantastic, family orientated atmosphere. Staff magnificent A MUST visit when in Paphos. Found the entertainment great for the kids, people watching on the Tomb of the Kings Road fascinating too. Extremely reasonable prices for such a well heeled established restaurant. thanks again.",POSITIVE,0.9997254014015198
688,688,ikeasteve,34,Great food and atmosphere,4,08/05/2018,Wanting great atmosphere and fine food.Look no further plenty to choose from with two great menus suiting everyones tastes.  During the evening you are entertained by the dancing girls including fire eating!  Prices are middle to high dependkng on your choice with bottles of wine around 15 euros.  Staff are very helpful with the owner on hand to give you a warm welcome.  The only negative for me was being asked if i wanted to add a tip to my bill when paying by credit card.  Overall visited twice whilst on holiday and enjoyed both visits.,POSITIVE,0.9988740086555481
689,689,PearlMegs,18,Fantastic evening,5,07/05/2018,"Could not fault the food or the service here, the fillet steaks are very good. All staff very attentive, making it a memorable evening, and the prices are very reasonable. Thanks for a great birthday celebration.",POSITIVE,0.9998569488525391
690,690,SarahA558,5,Holiday,5,04/05/2018,As always a fab evening. Had a great night with the family. Excellent food and the dancing girls were fantastic. Made our night. Thank you Fat Mamas we will be back for sure 😎,POSITIVE,0.9998795986175537
691,691,zekorah,1,"Amazing food, drinks and service",5,02/05/2018,"Have been coming to fat mamas for years every time we’re in Paphos, love the food and entertainment! Portions are huge and the food always brings us back, on this visit we were pleasantly surprised with a lovely server named Layn who spoke away to us and made us feel welcome! Honestly one of the kindest servers I’ve ever met.",POSITIVE,0.9998525381088257
692,692,AlistairM171,7,Holiday,2,30/04/2018,We went to this restaurant while in paphos menu looked really good so we went in to order as we were sat at table 32 waiting for our meal I noticed that there was ants on the table & also my friend opposite was scratching his head so we both looked up & the ceiling was covered in ants so we called a member of staff over to explain this & asked to be moved which they did this was on the 2 night of our holiday & we didn’t return after that,NEGATIVE,0.9984467625617981
693,693,madalinam854,5,.,5,30/04/2018,"Friendly staff, huge portions of food and good advice regarding the menu/portions. Received leftovers to go",POSITIVE,0.9993845224380493
694,694,jennyrP4119OX,8,Wonderful food and atmosphere,5,29/04/2018,"So much food for so little money, great quality food combined with fabulous staff and entertainment! Would highly recommend a visit. But definitely pace yourself and don’t eat for the rest of the day!",POSITIVE,0.9777507781982422
695,695,Clee99,21,OK,3,16/04/2018,Waked past on a walk one night and liked the look of this place large queue dancing staff so we decided to call back next night.went quite early to avoid queue and got table wasn’t that expensive and food was good entertainment good but got the feeling staff where a bit bored of the dancing and singing every time the music started and felt rushed so table could be cleaned ready for next customer like I said food good but I wouldn’t queue up for it .,NEGATIVE,0.9926722049713135
696,696,Shaun H,27,Great food and great atmosphere,5,10/04/2018,Excellent staff really friendly and took good care of us and children. Food was fantastic and delivered promptly. Even had entertainment in the restaurant. Although I often see large queues waiting to get in so book in advance if going during the busy season.,POSITIVE,0.9997963309288025
697,697,Adam w,4,Amazing food happy staff,5,03/04/2018,This was by far the best restaurant around paphos it’s two restaurant in one (Willy’s ribs) went to both and had the best steak I’ve ever had in my life from there 💯,POSITIVE,0.9997207522392273
698,698,674xenial,24,spot on!,5,30/03/2018,Omg!!! we enjoy our meal there at night it is very busy during summer time but such a funny night !!!! We had fun laughing the waitresses made a show not only them the show was fab and funny!! Great time!!!,POSITIVE,0.9997287392616272
699,699,nakkone,44,The fajitas!!!,5,24/03/2018,"Awesome food, great atmosphere. I got the fajitas and as you can tell by the picture it was enough to feed two. There are little acts of entertainment on too, I would definitely recommend!",POSITIVE,0.9997605681419373
700,700,Amy M,27,Worth every penny!,5,05/03/2018,"I visited fat mamas over 3 years ago when I made my first trip to pap his! The restaurant was recommended by a friend who had been before. By god was I not disappointed! The atmosphere was great, very friendly staff on arrival and all the way through our service. The food was delicious! While I was there I had the Nachos, one of the BBQ burgers and the beautiful apple pies for dessert! I came with my family and everyone thoroughly enjoyed their food! Would definitely return if I ever came back to paphos!",POSITIVE,0.999834418296814
701,701,Rollerman47,27,Mega portions,5,03/03/2018,Great place good friendly staff great food best starve yourself all day as portions are mega good bar music on during summer months,POSITIVE,0.9997177720069885
702,702,AntonisAntypas,23,Doesn't stand up to their reputation,3,17/02/2018,"Apparently this restaurant has been known for years to be very good and have long lines outside the premisses with people waiting for a free table. I went there with a group of 5 and i was surprised i couldn't find what made the place so special.    One of my friends was displeased with their steak, while i had an average burger myself. Service was also very slow for the place being only half full at the time.    Not keen in trying it again. :/",NEGATIVE,0.9940290451049805
703,703,oscarhuddart,59,David,5,07/02/2018,If you want to have a great night for the Kids this is the place . Great fun and entertainment and nice food . Don't order too much as big portions ..,POSITIVE,0.9998519420623779
704,704,pegg122017,20,Fun & Filling!,5,05/02/2018,"Went here as a couple, one evening of our holiday in Paphos and it didn't disappoint. Serving ribs, burgers, steak etc. it was very filling and service was very attentive! The entertainment was great, a fun night out all in all!",POSITIVE,0.9998241066932678
705,705,allanstewart2016,6,Average,3,22/01/2018,"Average food and drink, there are better restaurants around in paphos. Wasn't busy when we were there.",NEGATIVE,0.8103824257850647
706,706,MoonCAT13,21,Great place for meat eaters,5,01/01/2018,"We often visit as my husband loves the steaks (and has limited taste buds for anything else). I do try various dishes on the menu to be more adventurous.    There are two sizes on the menu, normal or large.... normal takes some stamina to get through ..... and large....well you might need a doggy bag cos it's one hell of a portion if you haven't got what it takes to get through it.    Very reasonably priced food and drinks with special offers for the early birds.    Easy access for disabled but like most of the toilets in the older restaurants there could be an issue here.    The staff are mega friendly and like a laugh with a bit of entertainment.    The layout is basic, but it's set up for fast, easy service with no compromise on the food.    The menu is set for meat eaters with a America trend, but does have veggie options or Italian selections.",NEGATIVE,0.8515748977661133
707,707,LolaLoveheart,69,"Fun place, huge portions and not the best fod",3,20/12/2017,This place is great for kids - we saw a lot of families having a great time. We were 3 adults though and found the food a bit disappointing.    Portions were ridiculously huge - such a waste of food. And a bit flavourless. My friend had a pizza and it was a bit over cooked with way too much topping. Drinks menu was good and service was very good - really friendly staff.    They have entertainment - girls dancing. I found it a bit cringey - they were great dancers but it did feel like it was an excuse to put some attractive women in a few skimpy costumes and I didn't feel that comfortable watching. Where were the male dancers to balance it out?!,NEGATIVE,0.9994800686836243
708,708,steve a,2,Food ok great entertainment,4,08/12/2017,Nice restaurant for a good meal and to have some fun with friends while u watch the great show ...i will visit again the only dissapointment is the slow service but it was very busy during our visit,NEGATIVE,0.9650120139122009
709,709,Jo S,12,👍,5,30/11/2017,"Loved this place , great fun and fab food , good prices.best to book so you are not disappointed. They celebrate your birthday by singing and also tribute acts there later on in the evenings .",POSITIVE,0.9998701810836792
710,710,kathleenc29,16,Fast food .,3,28/11/2017,Typical American diner. Food quality not good. Entertaining for children and adults not bad. They make everyone wait outside at the entrance even though there are available tables.,NEGATIVE,0.9963204860687256
711,711,gail_bowker,57,Different,5,09/11/2017,"Very good restaurant with dancing and singing while you are eating. The only problem is you get too much to eat, you could probably share your meal it is that large.Very friendly staff and a very enjoyable evening.",POSITIVE,0.9998533725738525
712,712,Nansi A,15,Such a fun place to eat,5,05/11/2017,Another excellent night at Fat Mama's. So much fun and fabulous steaks. Thanks girls for entertaining my party.,POSITIVE,0.9998728036880493
713,713,KellyVictoria,165,Good enough for a 2nd Visit,4,05/11/2017,"The food here is okay, reasonably priced and tasty - nothing to write home about. The drinks also a reasonable. The big draw here is the promise of entertainment which consists of a singer (quite good) and then a cabaret act which is something to watch but you can see that not ALL of the dancers want to be there-",POSITIVE,0.9976316690444946
714,714,Caroleanne R,80,Very good for Cocktails,4,03/11/2017,The food was excellent and if you eat during Happy Hour on the Coctails you get 2 for 1 - I had the Dirty Waiter and it was so refreshing - the ribs were fantastic and a very good portion,POSITIVE,0.9998773336410522
715,715,john l,31,good food,5,03/11/2017,"very good food at very reasonable prices,very popular & in a good location,staff very friendly and entertainment as well during the evening.",POSITIVE,0.9998469352722168
716,716,gemjar321,39,Very Entertaining,5,02/11/2017,Staff were so lovely and so much entertainment!! Great portions and very tasty! Definitely recommend but don’t expect a quiet night!,POSITIVE,0.9998700618743896
717,717,Debs W,10,Wasn't anything special,2,02/11/2017,"What a let down, we were really looking forward to this one but with the staff having an argument over whose table we were (yes, a proper argument) it wasn't a great start. The first waitress was fab but after she was moved off us we were largely ignored. Asking for some black pepper for the pasta seemed odd to them and I was tapped on the shoulder and it was slammed down on the table. As it happens the rubbish battery operated pepper mill didn't help the bland and rubbery pasta taste any better, had it not been a chore get a waiter I would have sent it back earlier, shame we didn't even get offered a second drink to wash it down with. The portions are massive so you get a lot for your money, but it was voted the worst ribs out of 5 different places over the holiday, they seemed fatty and pre cooked with the sauce poured over. All 4 of us were so disappointed that no one wanted to stay for the Halloween party. We won't be back.",NEGATIVE,0.9996228218078613
718,718,redandy99,43,Casual dining,4,01/11/2017,"Not the place for a romantic evening getaway, but if you like a bit of table entertainment whilst enjoying your food and drink this is a great place to eat. Large portions are the order of day so don't go overboard on your starter!Good value for money a Mr plenty of choices from two different menus. Great place for families and celebrations.",POSITIVE,0.9997472167015076
719,719,Pand1,15,It’s okay,3,01/11/2017,"We had heard great things about this restaurant so decided to go. I think it best suits families with younger children for the entertainment that’s provided. We had to queue to get in so I advise booking if that’s even possible to avoid this. The staff were lovely & the food portions generous but I wasn’t amazed by the quality of the food, it was okay.",POSITIVE,0.9996055960655212
720,720,P9229OQrachela,7,Overrated,2,30/10/2017,Myself and my boyfriend were staying just down the road and walked past to see that the place had a buzzing atmosphere. We said that we must go there for dinner as the menu has many options and there were lots of  Guests so it was clearly popular. Our food came out very quickly and the portions were generous. The steak we ordered was very poor and is what we would call a ‘dogs dinner’. I’ve also had much better pizzas that have been cooked from frozen. It’s like they concentrate on huge portions and quick service but the food has no effort put into it. Wouldn’t return. Very friendly staff but when I put my hand up for service it took a few minutes for anyone to notice me.,NEGATIVE,0.7480705976486206
721,721,lowds,11,Ribs,5,30/10/2017,Went here with a party of 28 excellent service and entertainment highly recommend the ribs (cowboy portion) would definitely return if came back to paphos,POSITIVE,0.9995700716972351
722,722,804gemi,28,Second visit this holiday!,5,29/10/2017,"We went to Fat Mamas twice the last time we came to Paphos, 13 years ago, when we got married and before we had kids. When we booked to go back this year we couldn’t wait to take our 3 children there, Although we were worried that it wouldn’t live up to our expectations, but we haven’t been disappointed. In our 2 week holiday we have visited twice. Our children loved it. Our daughter said they should change their name to ‘heaven’. Lol. The food portions are huge! And the ribs are AMAZING! I had the chicken with broccoli and tagliatelle in blue cheese sauce (which I’m pretty sure is what I had when we visited 13 years ago!) and it was delicious. We will always make sure we visit Fat Mamas when we visit paphos. We’ve booked to come back next year and will definitely be back. Also, I must mention that while we’ve been on holiday our daughter has been using our money to sort out what notes and coins she needs to pay the bill. Tonight when she did it we didn’t pay much attention as it was throwing it down and we were getting ready for our taxi to pull up outside. When we were half way back in the taxi, the driver had a call from Fat Mamas (my husband had left our taxi drivers card on our table) to say we had paid €50 too much! So we went back for it. But it was very good of them to go out of their way to get in touch with us to let us know. Excellent service, lovely staff, delicious food. Thank you",POSITIVE,0.9991257786750793
723,723,adrienne h,17,Dinner,4,28/10/2017,A great family restaurant with entertainment and extras for the kids. Good food but HUGE helpings this Fat Mummas!,POSITIVE,0.9990252256393433
724,724,Jolu980,5,Birthday,4,27/10/2017,Good Fun restaurant on the strip with good dancers and waiters the food and drinks were reasonably priced and served very quickly. Burgers were good but chips under cooked. Did tell waitress but she just said oh...  would have made a bigger deal but was just so happy not to be eating the terrible food at our hotel....,POSITIVE,0.9975782036781311
725,725,caz21102017,19,entertaining,5,27/10/2017,we went there for a meal with my 2 year old grandson. the show was god the food fantastic the girls dancing were good with my grandson who wnted to dance with them as he stripped to his nappy to join in thanks for beening so good with him will recomend the food to everyone,POSITIVE,0.9985888600349426
726,726,Rachrowe,7,Amazing,5,27/10/2017,"Well worth a visit the food was fabulous just what you need sometimes when you get fed up of hotel meals...  Reasonably priced and massive portion sizes, so for those of you with a good appetite like me it is well worth a trip..  when we left the place was full and lively and once you have visited you will see why..  Great little place.",POSITIVE,0.9998561143875122
727,727,davetnip,10,Make sure you fast before you go!,5,26/10/2017,Really good atmosphere at this place and the staff are very helpful! BELIEVE what you read about the portions as they are huge! Will definitely return when back in Paphos!,POSITIVE,0.9998279809951782
728,728,Jason D,7,Great food,5,25/10/2017,Great food Good entertainment Nice staff Average prices You won't come out hungery What more could you ask for All in all good restaurant,POSITIVE,0.9994545578956604
729,729,Roam533797,5,Excellent Everything,5,25/10/2017,AMaZING! Lovely food and drinks. Everything was cooked to perfection. Especially burgers and other dishes. Staff were friendly. And the caberae show= Spectacular! Definitely go here If you ever get the chance.Thanks Fat Mamas for an amazing meal.,POSITIVE,0.9998857975006104
730,730,HTM1706,39,"Fast food type place with a variety of choices and well prepared, and cabaret",5,24/10/2017,We went twice. American style menu with big portions. Food and service were excellent. There was a cabaret of three dancers who were very talented and fun to watch. Very good value and great atmosphere. Highly recommended,POSITIVE,0.9998798370361328
